,url,product_code,tltle,price_main,stock,Крепость,Бренд,Сорта винограда,Регион,Вино,Насыщенность,Объем,Глубина цвета,Производитель,Сайт производителя,Подходит к,Температура сервировки,Вкус,product_type,price_discount,Сайт бренда,Потенциал хранения,Страна производства,Органическое,Биодинамическое,Игристое вино/шампанское,Разновидность
1095,https://winestyle.ru/products/Castello-del-Nero-Red-Semi-Sweet.html,Артикул: в239624,"""Кастелло дель Неро"" Красное Полусладкое, 1 литр",539 ₽,in_stock,11 %,Castello del Nero,Каберне Фран; Левокумский,Россия; Краснодарский край,Красное; Полусладкое,среднее,1 л,тёмное,Долина,https://www.dolina-wine.ru/,мясо; аперитив; салат; овощи; универсальное вино,16–18 °С,фруктовый; мягкий; приятный; терпкий; гармоничный; сладковатый; бархатистый,wine,,,,,,,,
1096,https://winestyle.ru/products/Alma-Valley-Reflexion-Sauvignon-Blanc.html,Артикул: в224478,"Альма Валей, ""Рефлекшн"" Совиньон Блан, 750 мл",1 370 ₽,in_stock,12.5 %,,Совиньон Блан,Россия; Крым,Белое; Сухое,среднее,0.75 л,светлое,Alma Valley,http://alma-valley.ru/,птица; рыба; аперитив; салат; сыры; закуски,10-12 °С,цветочный; свежий; сухой; трава; сбалансированный; освежающий; томаты,wine,,,,,,,,
1097,https://winestyle.ru/products/Agora-Winemaker-s-Solo-Saperavi.html,Артикул: в162160,"""Агора"" Вайнмейкерꞌс Соло Саперави, 750 мл",1 880 ₽,in_stock,13.5 %,Agora,Саперави,Россия; Крым,Красное; Сухое,полнотелое,0.75 л,тёмное,Фотисаль,https://www.fotisal.ru,дичь; красное мясо; зрелые/выдержанные сыры; мясо диких животных,18–20 °С,фруктовый; пряный/острый; полный; округлые танины; шелковистый; устойчивый,wine,,,,,,,,
1098,https://winestyle.ru/products/Chateau-Cotes-de-Saint-Daniel-Le-Caprice-2022.html,Артикул: в227088,"Шато Кот де Сан Даниль, ""Ле Каприз"", 2022, 750 мл",1 929 ₽,in_stock,13 %,,Белый мускат,Россия; Крым,Белое; Сухое,среднее,0.75 л,светлое,Chateau Cotes de Saint Daniel/Chateau Ay-Daniel,,птица; морепродукты/дары моря; салат; сыры; овощи; рыба-гриль,10–12 °С,цветочный; свежий; цитрусовые; тропические фрукты; мед; мускатный орех; курага; насыщенный/интенсивный; сбалансированный; гармоничный,wine,,,,,,,,
1099,https://winestyle.ru/products/Atanel-Staryj-Pogrebok-Bastardo-Semi-Sweet.html,Артикул: в201812,"Atanel, ""Staryj Pogrebok"" Bastardo Semi-Sweet, 1 литр",559 ₽,in_stock,12 %,Старый Погребок,Бастардо Магарачский,Россия; Крым,Красное; Полусладкое,среднее,1 л,насыщенное,Атанель,,мясо; сыры; десерты; колбасные изделия,14–16 °С,фруктовый; ягоды; мягкий; приятный; терпкий; сладковатый; нежный; бархатистый; обволакивающий,wine,,,,,,,,
1100,https://winestyle.ru/products/Massandra-Avtorskoe-Vino-Chardonnay-2022.html,Артикул: в235529,"Massandra, ""Avtorskoe Vino"" Chardonnay, 2022, 750 мл",1 120 ₽,in_stock,13 %,Авторское Вино,Шардоне,Россия; Крым,Белое; Сухое,среднее,0.75 л,светлое,Массандра,http://massandra.su/,птица; рыба; закуски,9–10 °С,фруктовый; свежий; насыщенный/интенсивный; сбалансированный,wine,,,,,,,,
1101,https://winestyle.ru/products/Raevskoe-Parfum-de-Terroir-Rose-2022.html,Артикул: в236160,"Раевское, ""Парфюм де Терруар"" Розе, 2022, 750 мл",979 ₽,in_stock,11.6 %,Parfum de Terroir,Темпранильо; Пино Нуар; Мерло,Россия; Краснодарский край,Розовое; Сухое,лёгкое,0.75 л,умеренное,Раевское,http://www.raevskoe.com/,рыба; аперитив; морепродукты/дары моря; закуски; легкие блюда; ягодный десерт,10–12 °С,сочный; ягоды; минералы; легкое; соль; яркий; приятный; освежающий; долгий/продолжительный; горьковатый,wine,,,,,,,,
1102,https://winestyle.ru/products/Kalos-Limen-Riesling-Citron-2021.html,Артикул: в216785,"""Калос Лимен"" Рислинг-Цитрон, 2021, 750 мл",1 999 ₽,in_stock,11.9 %,Kalos Limen; Galin Milkov,Рислинг; Цитронный Магарача,Россия; Крым,Белое; Сухое,лёгкое,0.75 л,светлое,КФХ Таврида,https://kalos-limen.ru,птица; рыба; морепродукты/дары моря; салат; паста; закуски; ризотто; овощи; козий сыр,8–10 °С,фруктовый; свежий; сочный; легкое; приятный; сбалансированный,wine,,https://kalos-limen.ru,,,,,,
1103,https://winestyle.ru/products/Yuzhnaya-Vinnaya-Kompaniya-Saperavi-Taman-Reserve-2018.html,Артикул: в206883,"Yuzhnaya Vinnaya Kompaniya, Saperavi Taman Reserve, 2018, 750 мл",779 ₽,in_stock,13 %,,Саперави,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,тёмное,Южная Винная Компания (ЮВК),http://swcrussia.com/,мясо; птица; дичь; мясо под соусом; пряно-острые блюда из птицы и мяса,16–18 °С,свежий; дым/копченый; ежевика; сливки; чернослив; мягкий; насыщенный/интенсивный; приятный; терпкий; долгий/продолжительный; бархатистый; черные фрукты,wine,,,,,,,,
1104,https://winestyle.ru/products/Yuzhnaya-Vinnaya-Kompaniya-Merlot-Taman-Reserve-2018.html,Артикул: в206884,"Yuzhnaya Vinnaya Kompaniya, Merlot Taman Reserve, 2018, 750 мл",629 ₽,in_stock,14 %,,Мерло,Россия; Краснодарский край,Красное; Сухое,полнотелое,0.75 л,насыщенное,Южная Винная Компания (ЮВК),http://swcrussia.com/,птица; дичь; сыры; мясо под соусом,16–18 °С,свежий; шоколад; вишня; клубника/земляника; слива; черешня; какао; яркий; полный; насыщенный/интенсивный; сбалансированный,wine,,,,,,,,
1105,https://winestyle.ru/products/Winery-Marchenko-Merlot-2021.html,Артикул: в232258,"Winery Marchenko, Merlot, 2021, 750 мл",1 380 ₽,in_stock,13 %,,Мерло,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,тёмное,Винодельня Марченко,https://marchenkowine.ru,утка; говядина; грибы; стейк; фаршированные перцы,16–18 °C,пряный/острый; сухой; темные ягоды; приятный; сбалансированный; терпкий; долгий/продолжительный; бархатистый; обволакивающий,wine,,,,,,,,
1106,https://winestyle.ru/products/Usadba-Perovskih-Rose-Semi-dry-2022.html,Артикул: в227235,"""Usadba Perovskih"" Rose Semi-dry, 2022, 750 мл",1 429 ₽,in_stock,12.3 %,Усадьба Перовских,Мерло,Россия; Крым; Севастополь,Розовое; Полусухое,среднее,0.75 л,умеренное,Wein und Wasser,,рыба; морепродукты/дары моря; салат; сыры; мягкие сыры,10–12 °С,свежий; сочный; ягоды; мягкий; приятный; сбалансированный; гармоничный; изысканный/элегантный; кислинка,wine,,http://perovskywinery.ru/,,,,,,
1107,https://winestyle.ru/products/Chateau-Tamagne-Kavkazskaya-Kuhnya-Saperavi-2021.html,Артикул: в226005,"Шато Тамань, ""Кавказская Кухня"" Саперави, 2021, 750 мл",739 ₽,in_stock,13.5 %,Chateau Tamagne; Кавказская Кухня,Саперави,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,насыщенное,Кубань-Вино,http://kuban-vino.ru/,сыры; овощи; рагу; баранина; жареное красное мясо; овощи гриль; кавказская кухня,14–16 °С,ягоды; полный; насыщенный/интенсивный; приятный; терпкий; долгий/продолжительный; бархатистый,wine,,https://chateautamagne.ru,,,,,,
1108,https://winestyle.ru/products/Inkerman-Heritage-Pinot-Noir-Crimean-Classic.html,Артикул: в151226,"Inkerman, ""Heritage"" Pinot Noir Classic, 750 мл",1 609 ₽,in_stock,12.5 %,Инкерман; Эритаж,Пино Нуар,Россия; Крым,Красное; Сухое,среднее,0.75 л,тёмное,Инкерман,http://inkerman.ru/,мясо; дичь; красное мясо; мясные закуски; мясо диких животных; мясной рулет,15–18 °С,фруктовый; ваниль; ягоды; округлый; приятный; сбалансированный; долгий/продолжительный,wine,,,,,,,,
1109,https://winestyle.ru/products/Chateau-le-Grand-Vostock-Pinot-Noir-Reserve.html,Артикул: в244620,"Шато ле Гран Восток, Пино Нуар Резерв, 750 мл",1 360 ₽,in_stock,14 %,,Пино Нуар,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,насыщенное,Chateau le Grand Vostock,http://grandvostock.ru/,птица; сыры; мясо на гриле,16–18 °С,ягоды; насыщенный/интенсивный; приятный; сбалансированный; долгий/продолжительный,wine,,,,,,,,
1110,https://winestyle.ru/products/Burnier-Dlya-Tebya.html,Артикул: в101143,"Burnier, ""#Dlya Tebya"", 750 мл",970 ₽,in_stock,13.5 %,,Пино Блан; Шардоне,Россия; Краснодарский край,Белое; Сухое,среднее,0.75 л,светлое,Бюрнье,https://burnier.vin/,птица; сыры; тунец; мягкие сыры; моллюски; морская рыба; камбала,10-12 °С,фруктовый; цветочный; травы; цитрусовые; мягкий; сбалансированный; гармоничный; долгий/продолжительный; кислинка,wine,,,,,,,,
1111,https://winestyle.ru/products/Alma-X-Pinot-Blanc-Riesling.html,Артикул: в230958,"""Альма Икс"" Пино Блан-Рислинг, 750 мл",1 380 ₽,in_stock,13.3 %,Alma X,Пино Блан; Рислинг,Россия; Крым,Белое; Сухое,среднее,0.75 л,светлое,Alma Valley,http://alma-valley.ru/,рыба; белое мясо; морепродукты/дары моря,9–12 °С,фруктовый; мед; утонченный; мягкий; чистый; интригующий; кислинка,wine,,,,,,,,
1112,https://winestyle.ru/products/Fanagoria-Avtorskoe-Vino-Chardonnay-Aligote.html,Артикул: в62301,"Fanagoria, ""Avtorskoe Vino"" Chardonnay-Aligote, 750 мл",519 ₽,in_stock,13 %,Фанагория; Авторское Вино,Шардоне; Алиготе,Россия; Краснодарский край,Белое; Сухое,среднее,0.75 л,светлое,Фанагория,http://www.fanagoria.ru/,рыба; салат; курица; закуски; пирог,10-12 °С,свежий; цитрусовые; яблоки; мягкий; сбалансированный; долгий/продолжительный,wine,,,,,,,,
1113,https://winestyle.ru/products/Belbek-Rkatsiteli-2021.html,Артикул: в196555,"""Belbek"" Rkatsiteli, 2021, 750 мл",1 280 ₽,in_stock,12.8 %,Винодельня Бельбек,Ркацители,Россия; Крым; Севастополь,Белое; Сухое,среднее,0.75 л,светлое,Wein und Wasser,,рыба; аперитив; твердые сыры; холодные закуски,10–12 °С,минералы; яркий; чистый; долгий/продолжительный; кислинка; дюшес; тонкий,wine,,http://belbekwine.com/,,,,,,
1114,https://winestyle.ru/products/Zolotoe-Pole-Kaffa-Syrah.html,Артикул: в248180,"Zolotoe Pole, ""Kaffa"" Syrah, 750 мл",869 ₽,in_stock,14 %,Золотое Поле; Kaffa,Сира,Россия; Крым,Красное; Сухое,среднее,0.75 л,насыщенное,Золотое Поле,https://www.zolotoe-pole.com,птица; сыры; овощи; ягнятина; мясо под соусом,16-18 °С,фруктовый; специи/пряности; сухой; приятный; терпкий; гармоничный; сложный,wine,,,,,,,,
1115,https://winestyle.ru/products/Krinica-Syracuse-2023.html,Артикул: в244828,"Krinica, ""Syracuse"", 2023, 750 мл",1 590 ₽,in_stock,12.2 %,,Каберне Совиньон и Каберне Фран; Сира,Россия; Краснодарский край,Розовое; Сухое,среднее,0.75 л,светлое,Винодельня Криница,https://krinitsa.wine,рыба; салат; закуски; тартар; легкие блюда; японская кухня; сашими; ягодный десерт,8–10 °С,ваниль; ягоды; цитрусовые; яркий; сбалансированный; освежающий; сладковатый,wine,,,,,,,,
1116,https://winestyle.ru/products/Kacha-Valley-Sangiovese-2020.html,Артикул: в198102,"""Кача Вэлли"" Санджовезе, 2020, 750 мл",5 050 ₽,in_stock,13.5 %,Kacha Valley,Санджовезе,Россия; Крым,Красное; Сухое,среднее,0.75 л,насыщенное,Сатера,http://essewine.com,мясо; красное мясо; жареное мясо; стейк; паштет; баранина; колбасные изделия,16–18 °С,специи/пряности; минералы; спелые фрукты; округлый; полный; бархатистый; тонкий; стойкий,wine,,,5 лет,,,,,
1117,https://winestyle.ru/products/Chateau-de-Talu-Krasnostop-Reserve-2019.html,Артикул: в187664,"""Шато де Талю"" Красностоп Резерв, 2019, 750 мл",3 740 ₽,in_stock,13 %,Chateau de Talu,Красностоп,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,насыщенное,Chateau de Talu,http://chateaudetalu.ru/,дичь; деликатесы; сыры; говядина; барбекю; тушеное мясо; мясные закуски,16–18 °С,специи/пряности; черная смородина; чернослив; приятный; сбалансированный; долгий/продолжительный; бархатистый,wine,,,,,,,,
1118,https://winestyle.ru/products/Yaiyla-Rkatsiteli-Orange-Bourbon-Barrel-Aged-2021.html,Артикул: в205171,"""Яйла"" Ркацители Оранж Бурбон Баррель Эйджд, 2021, 750 мл",4 560 ₽,in_stock,13 %,Yaiyla,Ркацители,Россия; Крым; Севастополь,Оранжевое; Сухое,среднее,0.75 л,умеренное,Yaiyla​ Urban Winery,http://yaiyla.ru,морепродукты/дары моря; восточная кухня; универсальное вино; кавказская кухня,10–12 °С,свежий; богатый; насыщенный/интенсивный; округлые танины; долгий/продолжительный; мощный; щедрый,wine,,http://yaiyla.ru/,,,,,,
1119,https://winestyle.ru/products/Monastyrskaya-Trapeza-Red-Semi-Sweet-1000.html,Артикул: в176570,"""Monastyrskaya Trapeza"" Red Semi-Sweet, 1 литр",350 ₽,in_stock,11 %,Монастырская трапеза,Красные сорта винограда,Россия; Ставропольский край,Красное; Полусладкое,,1 л,тёмное,Alvisa Alcohol Group,http://www.alvisa.ru/,красное мясо; сыры; закуски; десерты; шоколад,16–18 °С,приятный; сбалансированный; маслянистый; танинный,wine,,,,,,,,
1120,https://winestyle.ru/products/Vina-Arpachina-Etude-13-2018.html,Артикул: в198073,"""Vina Arpachina"" Etude №13, 2018, 750 мл",2 250 ₽,in_stock,14.2 %,Вина Арпачина,Сибирьковый; Алиготе,Россия; Ростовская область,Белое; Сухое,среднее,0.75 л,светлое,ООО ЗеНа,http://vinaarpachina.ru/,птица; морепродукты/дары моря; телятина,10–12 °С,фруктовый; свежий; минералы; сухой; насыщенный/интенсивный; гармоничный; долгий/продолжительный,wine,,,,,,,,
1121,https://winestyle.ru/products/KVKK-Kubanskoe-Red-Semi-Sweet-Tetra-Pak.html,Артикул: в189051,"KVKK, ""Kubanskoe"" Red Semi-Sweet, Tetra Pak, 1 литр",329 ₽,in_stock,11 %,Кубанское,Левокумский; Молдова,Россия; Краснодарский край,Красное; Полусладкое,лёгкое,1 л,насыщенное,КВKК (Кубанский Винно-Коньячный Комбинат),http://kvkkom.ru,мясо; пицца; десерты; холодные закуски; горячие закуски; пикник,16–18 °С,чернослив; темные ягоды; округлый; мягкий; терпкий; сладковатый; сладкие специи,wine,,,,,,,,
1122,https://winestyle.ru/products/Winemafia-Naomi-2022.html,Артикул: в225312,"""Вайнмафия"" Наоми, 2022, 750 мл",2 540 ₽,in_stock,13 %,Winemafia,Каберне Фран,Россия; Краснодарский край,Розовое; Сухое,среднее,0.75 л,светлое,Dubinin Winery/KFH Dubinin S.M.,,рыба; лосось/семга; морепродукты/дары моря; салат; сыры; мидии; козий сыр; овечий сыр,10–12 °С,свежий; ягоды; яркий; приятный; терпкий; освежающий,wine,,,,,,,,
1123,https://winestyle.ru/products/Chateau-de-Talu-Krasnostop-Reserve.html,Артикул: в224946,"""Шато де Талю"" Красностоп Резерв, 750 мл",3 110 ₽,in_stock,14 %,Chateau de Talu,Красностоп Анапский,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,насыщенное,Chateau de Talu,http://chateaudetalu.ru/,гриль; жаркое; стейк; мясо на гриле,16–18 °С,специи/пряности; слива; ежевика; округлый; полный; приятный; стойкий; вишневая косточка; черноплодная рябина,wine,,,,,,,,
1124,https://winestyle.ru/products/Winemafia-Amelia-2022.html,Артикул: в225314,"""Вайнмафия"" Амелия, 2022, 750 мл",2 490 ₽,in_stock,12.5 %,Winemafia,Рислинг,Россия; Краснодарский край,Белое; Сухое,среднее,0.75 л,светлое,Dubinin Winery/KFH Dubinin S.M.,,рыба; аперитив; морепродукты/дары моря; салат; курица; паста; овощи; рис,10–12 °С,минералы; груша; легкое; лимонная кожура; освежающий; цедра; горьковатый; глубокий; стойкий,wine,,,,,,,,
1125,https://winestyle.ru/products/Domaine-Renaud-Muscat-Semi-Sweet.html,Артикул: в234197,"""Домен Рено"" Мускат Полусладкое, 700 мл",329 ₽,in_stock,12 %,Domaine Renaud,Мускат,Россия; Краснодарский край,Белое; Полусладкое,среднее,0.7 л,светлое,Винзавод Юровский,https://винзавод-юровский.рф,салат; закуски; фруктовый десерт; паназиатская кухня,8–10 °С,свежий; цитрусовые; спелые фрукты; мягкий; приятный; сбалансированный; сладковатый; кислинка,wine,,,,,,,,
1126,https://winestyle.ru/products/Princess-Sofia-Red-Semi-Sweet.html,Артикул: в244218,"""Принцесса София"" Красное Полусладкое, 700 мл",329 ₽,in_stock,12 %,Princess Sofia,Молдова,Россия; Краснодарский край,Красное; Полусладкое,лёгкое,0.7 л,насыщенное,ООО Арго,https://argowine.business.site,мясо; сыры; выпечка; фруктовый десерт,14–16 °С,фруктовый; ягоды; приятный; сбалансированный; гармоничный; сладковатый; нежный,wine,,,,,,,,
1127,https://winestyle.ru/products/Le-K2-Quarry-Syrah-524-747-2022.html,Артикул: в227342,"""Ле К2"" Каменоломня (Сира 524, 747), 2022, 750 мл",4 950 ₽,in_stock,14 %,,Сира,Россия; Крым,Красное; Сухое,среднее,0.75 л,тёмное,Le K2 Winery,https://lek2winery.ru,мясо; жареное мясо; стейк; мясо на гриле; тушеное мясо; зрелые/выдержанные сыры; мясо под соусом,16-18 °C,сухой; насыщенный/интенсивный; долгий/продолжительный; танинный,wine,,,,,,,,
1128,https://winestyle.ru/products/Composition-of-White-2-2021.html,Артикул: в231989,"""Composition of White №2"", 2021, 750 мл",339 ₽,in_stock,12 %,,Шардоне; Совиньон Блан; Рислинг,Россия; Краснодарский край,Белое; Сухое,лёгкое,0.75 л,светлое,Олимп,https://olimpwine.ru,рыба; аперитив; морепродукты/дары моря; закуски,10-12 °С,фруктовый; сухой; легкое; гармоничный,wine,,,,,,,,
1129,https://winestyle.ru/products/Inkerman-Bastardo-Special-Reserve-2020.html,Артикул: в235516,"Inkerman, Bastardo ""Special Reserve"", 2020, 750 мл",6 390 ₽,in_stock,12.6 %,,Бастардо Магарачский,Россия; Крым; Севастополь,Красное; Сухое,полнотелое,0.75 л,насыщенное,Инкерман,http://inkerman.ru/,мясо; утка; стейк; насыщенные блюда,16–18 °C,свежий; шоколад; дым/копченый; слива; округлый; полный; приятный; долгий/продолжительный,wine,,,,,,,,
1130,https://winestyle.ru/products/Urban-Sun-Cabernet-Sauvignon-187.html,Артикул: в236636,"""Урбан Сан"" Каберне Совиньон, 0.187 литра",249 ₽,in_stock,12 %,Urban Sun,Каберне Совиньон,Россия; Краснодарский край,Красное; Сухое,среднее,187 мл,насыщенное,Олимп,https://olimpwine.ru,мясо; сыры; барбекю; мясные закуски; колбасные изделия,16-18 °C,сочный; ягоды; округлый; сбалансированный; горьковатый,wine,,,,,,,,
1131,https://winestyle.ru/products/A2020-Chardonnay.html,Артикул: в167915,"""А2020"" Шардоне, 750 мл",369 ₽,in_stock,12 %,A2020,Шардоне,Россия; Краснодарский край,Белое; Сухое,лёгкое,0.75 л,светлое,ООО Анапские Вина,,белое мясо; аперитив; сыры; десерты; овощи,10–12 °С,фруктовый; минералы; мягкий; чистый; пикантный; кислинка,wine,,,,,,,,
1132,https://winestyle.ru/products/Domaine-Lipko-Gruner-2023.html,Артикул: в247079,"Домен Липко, Грюнер, 2023, 750 мл",2 490 ₽,in_stock,12 %,Domaine Lipko,Грюнер Вельтлинер,Россия; Крым; Севастополь,Белое; Сухое,среднее,0.75 л,светлое,Wein und Wasser,,рыба; аперитив; морепродукты/дары моря; салат; закуски,10–12 °С,свежий; пряный/острый; легкое; богатый; сбалансированный,wine,,,3 года,,,,,
1133,https://winestyle.ru/products/Princess-Sofia-White-Semi-Sweet.html,Артикул: в244214,"""Принцесса София"" Белое Полусладкое, 700 мл",339 ₽,in_stock,12 %,Princess Sofia,Августин,Россия; Краснодарский край,Белое; Полусладкое,лёгкое,0.7 л,светлое,ООО Арго,https://argowine.business.site,закуски; легкие блюда; фруктовый десерт,8–10 °С,фруктовый; легкое; утонченный; приятный; сладковатый; нежный,wine,,,,,,,,
1134,https://winestyle.ru/products/Inkerman-Cabernet-Special-Reserve.html,Артикул: в121936,"Inkerman, Cabernet ""Special Reserve"", 750 мл",3 420 ₽,in_stock,12.5 %,,Каберне Совиньон,Россия; Крым; Севастополь,Красное; Сухое,среднее,0.75 л,насыщенное,Инкерман,http://inkerman.ru/,дичь; салат; говядина; стейк; баранина,16-18 °C,ваниль; свежий; шоколад; сливки; округлый; насыщенный/интенсивный; приятный; долгий/продолжительный,wine,,,,,,,,
1135,https://winestyle.ru/products/Yaiyla-Kokur-Orange-Blush-2021.html,Артикул: в197258,"""Яйла"" Кокур Оранж Блаш, 2021, 750 мл",4 560 ₽,in_stock,13.5 %,Yaiyla,Кокур,Россия; Крым; Севастополь,Оранжевое; Сухое,среднее,0.75 л,умеренное,Yaiyla​ Urban Winery,http://yaiyla.ru,свинина; морепродукты/дары моря; универсальное вино,10–12 °С,сбалансированный; бодрящий; горьковатый; сложный,wine,,http://yaiyla.ru/,5-7 лет,,,,,
1136,https://winestyle.ru/products/Agrolain-Mountain-Eagle-Marselan-2021.html,Артикул: в207235,"""Маунтен Игл"" Марселан, 2021, 750 мл",2 120 ₽,in_stock,13.5 %,Mountain Eagle,Марселан,Россия; Дагестан; Дербент,Красное; Сухое,среднее,0.75 л,тёмное,Агролайн,https://oooagrolain.ru/,мясо; дичь; жареное мясо; паста; мясо на гриле; мясные закуски; зрелые/выдержанные сыры,16–18 °С,фруктовый; пряный/острый; древесный; округлый; мягкий; долгий/продолжительный; шелковистый,wine,,,,,,,,
1137,https://winestyle.ru/products/Loco-Cimbali-Chardonnay-2021.html,Артикул: в247343,"""Локо Чимбали"" Шардоне, 2021, 750 мл",2 420 ₽,in_stock,12.4 %,Loco Cimbali,Шардоне,Россия; Крым,Белое; Сухое,среднее,0.75 л,,Золотая Балка,http://balaklavawine.ru,рыба; белое мясо; аперитив; морепродукты/дары моря; салат; курица; молодые сыры; легкие блюда,10–12 °С,цветочный; минералы; цитрусовые; мягкий; тонкий,wine,,,,,,,,
1138,https://winestyle.ru/products/Lefkadia-The-Bachelor-Collection-Syrah-2018.html,Артикул: в229379,"Лефкадия, ""Коллекция Холостяка"" Шираз, 2018, 750 мл",11 990 ₽,in_stock,14 %,The Bachelor Collection,Шираз,Россия; Краснодарский край,Красное; Сухое,полнотелое,0.75 л,тёмное,Лефкадия,https://lefkadia.wine,мясо; дичь; красное мясо; сыры; зрелые/выдержанные сыры,16–18 °С,фруктовый; пряный/острый; плотный; полный; мягкий; изысканный/элегантный,wine,,,,,,,,
1139,https://winestyle.ru/products/Usadba-Markotkh-Cuvee-Blanc-2022.html,Артикул: в228032,"""Usadba Markotkh"" Cuvee Blanc, 2022, 750 мл",2 420 ₽,in_stock,12 %,Усадьба Маркотх,Совиньон Блан; Вионье; Шардоне; Алиготе,Россия; Краснодарский край,Белое; Сухое,среднее,0.75 л,светлое,Геленджик,http://gelvino.ru/,рыба; аперитив; морепродукты/дары моря; устрицы; моллюски,10–12 °С,фруктовый; свежий; цитрусовые; мягкий; сбалансированный; гладкий; кислинка; тонкий,wine,,,,,,,,
1140,https://winestyle.ru/products/Agrolain-Mountain-Eagle-Cabernet-Sauvignon-2021.html,Артикул: в207236,"""Маунтен Игл"" Каберне Совиньон, 2021, 750 мл",2 120 ₽,in_stock,13.5 %,Mountain Eagle,Каберне Совиньон,Россия; Дагестан; Дербент,Красное; Сухое,среднее,0.75 л,тёмное,Агролайн,https://oooagrolain.ru/,мясо; дичь; жареное мясо; паста; мясо на гриле; мясные закуски; зрелые/выдержанные сыры,16–18 °С,фруктовый; пряный/острый; округлый; сбалансированный; стойкий,wine,,,,,,,,
1141,https://winestyle.ru/products/Alma-Valley-Reserve-Merlot-2019.html,Артикул: в213835,"""Альма Валей"" Резерв Мерло, 2019, 750 мл",3 630 ₽,in_stock,15 %,,Мерло,Россия; Крым,Красное; Сухое,среднее,0.75 л,тёмное,Alma Valley,http://alma-valley.ru/,мясо; дичь; красное мясо; блюда высокой кухни,16–18 °С,фруктовый; округлый; полный; долгий/продолжительный; бархатистый,wine,,,5 лет,,,,,
1142,https://winestyle.ru/products/Tamania-per-Bistecca.html,Артикул: в243300,"""Тамания"" к Стейку, 750 мл",380 ₽,in_stock,12.5 %,Tamania,Каберне Совиньон и Мерло,Россия; Краснодарский край,Красное; Сухое,среднее,0.75 л,тёмное,Южная Винная Компания (ЮВК),http://swcrussia.com/,мясо; стейк,16–18 °С,фруктовый; сухой; насыщенный/интенсивный; приятный; сбалансированный; терпкий; долгий/продолжительный,wine,,,,,,,,
1143,https://winestyle.ru/products/Loco-Cimbali-Pinot-Noir-2021.html,Артикул: в241162,"""Локо Чимбали"" Пино Нуар, 2021, 750 мл",2 620 ₽,in_stock,12.6 %,Loco Cimbali,Пино Нуар,Россия; Крым,Красное; Сухое,среднее,0.75 л,насыщенное,Золотая Балка,http://balaklavawine.ru,мясо; дичь; жареное мясо; сыры; говядина; оленина; баранина; зрелые/выдержанные сыры,16–18 °С,фруктовый; ягоды; пряный/острый; округлый; сбалансированный; долгий/продолжительный; тонкий,wine,,,,,,,,
1144,https://winestyle.ru/products/Inkerman-Merlot-Special-Reserve-2019.html,Артикул: в240869,"Inkerman, Merlot ""Special Reserve"", 2019, 750 мл",3 940 ₽,in_stock,13.5 %,,Мерло,Россия; Крым; Севастополь,Красное; Сухое,среднее,0.75 л,тёмное,Инкерман,http://inkerman.ru/,красное мясо; зрелые/выдержанные сыры; мясо под соусом,16-18 °C,фруктовый; кофе; полный; мягкий; долгий/продолжительный; бархатистый,wine,,,,,,,,
1145,https://winestyle.ru/products/Chateau-Cotes-de-Saint-Daniel-Ay-Danil-2017.html,Артикул: в227594,"Шато Кот де Сан Даниль, ""Ай-Даниль"", 2017, 750 мл",5 050 ₽,in_stock,13 %,,Каберне Совиньон; Бастардо Магарачский; Саперави,Россия; Крым; Ялта,Красное; Сухое,среднее,0.75 л,тёмное,Chateau Cotes de Saint Daniel/Chateau Ay-Daniel,,мясо; рагу; мясо на гриле; рубленое мясо,16–18 °С,фруктовый; свежий; пряный/острый; мягкий; сбалансированный; гармоничный; долгий/продолжительный; нежный; бархатистый,wine,,,,,,,,
1146,https://winestyle.ru/products/Chateau-Tamagne-Reserve-Muller-Thurgau-Limited-Edition-2021.html,Артикул: в228171,"""Шато Тамань"" Резерв Мюллер Тургау ""Лимитед Эдишн"", 2021, 750 мл",3 190 ₽,in_stock,12 %,Chateau Tamagne; Резерв,Мюллер-Тургау,Россия; Краснодарский край,Белое; Сухое,среднее,0.75 л,светлое,Кубань-Вино,http://kuban-vino.ru/,рыба; морепродукты/дары моря; паста; сыры; грибы; овощи; креветки; лазанья; рыба-гриль,10–12 °С,фруктовый; свежий; сухой; древесный; приятный; сбалансированный; гармоничный,wine,,https://chateautamagne.ru,,,,,,
1147,https://winestyle.ru/products/Winepark-Kokur-2022.html,Артикул: в241632,"""Вайнпарк"" Кокур, 2022, 750 мл",3 250 ₽,in_stock,12.5 %,Winepark,Кокур,Россия; Крым,Белое; Сухое,среднее,0.75 л,светлое,ООО Горизонт-Сервис,,рыба; аперитив; морепродукты/дары моря; салат; гриль; паштет; мягкие сыры; тапас; канапе,8–10 °С,свежий; цитрусовые; персик; соль; мягкий; насыщенный/интенсивный; приятный; гармоничный; сливочный; нежный,wine,,https://winepark.ru/,,,,,,
